Adresas,Kaina,Plotas:,Sklypo plotas:,Aukštų sk.:,Metai:,Pastato tipas:,Namo tipas:,Šildymas:,Įrengimas:,Reklama:,Reklama/pasiūlymas:,Namo numeris:,Kambarių sk.:,Vanduo:,Artimiausias vandens telkinys:,Iki vandens telkinio (m):,Pastato energijos suvartojimo klasė:,Ypatybės:,Papildoma įranga:,Apsauga:,Papildomos patalpos:,Unikalus daikto numeris(RC numeris):
"Klaipėdos r. sav., Klausmylių vs., Razetų g., mūrinis namas",200 000 €,130 m²,"6,5 a",1,2023,Mūrinis,Namas (gyvenamasis),Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,Miesto vandentiekis,,,A++,Asfaltuotas privažiavimas,Šildomos grindysPlastikiniai vamzdžiaiRekuperacinė sistema,SignalizacijaVaizdo kameros,Garažas,
"Klaipėdos r. sav., Trušelių k., mūrinis namas",140 000 €,80 m²,5 a,1,2023,Mūrinis,Namas (gyvenamasis),"Aeroterminis, kita",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Gargždų m., J. Basanavičiaus g., mūrinis namas",112 000 €,"213,72 m²",9 a,2,1994,Mūrinis,Namas (gyvenamasis),"Dujinis, kietu kuru",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,5,Miesto vandentiekis,Upė,,,Asfaltuotas privažiavimas,Su baldais,,,
"Klaipėda, Trekas, Rokiškio g., mūrinis sublokuotas namas",360 000 €,105 m²,2 a,2,2021,Mūrinis,Sublokuotas namas,Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Rudaičių k., Gerdaujos g., medinė sodyba",25 000 €,"88,96 m²",77 a,1,1944,Medinis,Sodyba,Kita,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,55,3,,,,,Elektra,,,,
"Klaipėdos r. sav., Trušelių k., Rūdavos g., mūrinis namas",289 990 €,252 m²,17 a,2,2006,Mūrinis,Namas (gyvenamasis),Geoterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,6,,,,B,Kraštinis sklypasAsfaltuotas privažiavimasElektraInternetasKabelinė televizija,KondicionieriusSkalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėŽidinysPlastikiniai vamzdžiaiIndaplovėRekuperacinė sistema,Aptverta teritorijaSignalizacijaŠarvuotos durysVaizdo kameros,GaražasRūbinėRūsysŪkiniai pastataiTerasa,
"Klaipėdos r. sav., Jakų k., Spindulių g., mūrinis namas",285 000 €,178 m²,"15,64 a",1,2009,Mūrinis,Namas (gyvenamasis),Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,5,Miesto vandentiekis,,,,ElektraDujos,Skalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėŽidinys,Aptverta teritorijaSignalizacijaŠarvuotos durys,GaražasŪkiniai pastataiTerasa,
"Klaipėdos r. sav., Jakų k., Būrų g., mūrinis namas",230 000 €,176 m²,7 a,2,2009,Mūrinis,Namas (gyvenamasis),Kita,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Miesto vandentiekis,,,,Asfaltuotas privažiavimasElektra,Su baldais,SignalizacijaŠarvuotos durys,GaražasTerasa,
"Klaipėdos r. sav., Poškų k., Gruodės g., Sodyba",57 000 €,61 m²,200 a,1,1923,Kita,Sodyba,Kita,Kita,Pastatyti naujus namus padėsprofesionalūs statybininkaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Gindulių k., Garbsėdžių g., mūrinis namas",349 000 €,"172,62 m²","10,43 a",2,2019,Mūrinis,Namas (gyvenamasis),Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,60,4,Miesto vandentiekis,Tvenkinys,1 200,A+,Kraštinis sklypasAsfaltuotas privažiavimasDujosInternetasKabelinė televizija,KondicionieriusSkalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėŽidinysPlastikiniai vamzdžiaiIndaplovėRekuperacinė sistema,Aptverta teritorijaSignalizacijaŠarvuotos durys,BaseinasGaražasRūbinėTerasa,
"Klaipėdos r. sav., Gindulių k., mūrinis sublokuotas namas",149 990 €,106 m²,"2,5 a",2,2022,Mūrinis,Sublokuotas namas,Dujinis,Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Miesto vandentiekis,,,A+,Dujos,,SignalizacijaŠarvuotos durys,Terasa,
"Klaipėdos r. sav., Jonušų k., Durpyno g., mūrinis namas",265 000 €,"165,34 m²","10,88 a",2,2013,Mūrinis,Namas (gyvenamasis),"Aeroterminis, saulės energija",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,6,Miesto vandentiekis,,,,Greta miškoAsfaltuotas privažiavimasElektraInternetasKabelinė televizija,Skalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėŽidinysIndaplovėRekuperacinė sistema,,GaražasTerasa,
"Klaipėda, Mažasis kaimelis, Topolių g., mūrinis namas",450 000 €,"347,41 m²","7,14 a",2,2005,Mūrinis,Namas (gyvenamasis),Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,5,Miesto vandentiekis,Upė,50,,Greta miškoAsfaltuotas privažiavimasDujos,Skalbimo mašinaSu baldaisŠaldytuvasVirtuvės komplektasViryklėŽidinysIndaplovė,Aptverta teritorija,GaražasRūsysTerasa,
"Klaipėdos r. sav., Bendikų k., Vėjų Rožės g., mūrinis namas",199 000 €,"97,58 m²",9 a,2,2022,Mūrinis,Namas (gyvenamasis),Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Artezinis,,,,,Šildomos grindysPlastikiniai vamzdžiai,Aptverta teritorijaSignalizacijaŠarvuotos durys,,
"Klaipėdos r. sav., Trušelių k., Karališkių g., mūrinis namas",150 000 €,80 m²,4 a,1,2022,Mūrinis,Namas (gyvenamasis),Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėda, Smiltynė, Smiltynės g., Namas (gyvenamasis)",990 000 €,250 m²,"23,55 a",2,1905,Kita,Namas (gyvenamasis),Kita,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,6,,Jūra,,,Greta miškoAsfaltuotas privažiavimas,Židinys,,,
"Klaipėdos r. sav., Lingių k., Mėtų g., mūrinis namas",79 900 €,"73,14 m²",6 a,2,2004,Mūrinis,Namas (gyvenamasis),Kietu kuru,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,Artezinis,,,,Greta miškoElektraInternetas,Skalbimo mašinaVirtuvės komplektasPlastikiniai vamzdžiai,,PirtisRūsys,
"Klaipėdos r. sav., Vėžaičių mstl., Purienų g., mūrinis namas",143 000 €,80 m²,6 a,1,2023,Mūrinis,Namas (gyvenamasis),Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Miesto vandentiekis,,,A++,Elektra,Šildomos grindysPlastikiniai vamzdžiaiRekuperacinė sistema,Aptverta teritorijaSignalizacija,GaražasTerasa,
"Klaipėda, Mažasis kaimelis, Žilvičių g., mūrinis namas",299 000 €,358 m²,6 a,2,2008,Mūrinis,Namas (gyvenamasis),"Dujinis, kietu kuru",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Baukštininkų k., Žiemos g., mūrinis namas",149 000 €,105 m²,10 a,1,2023,Mūrinis,Namas (gyvenamasis),Aeroterminis,Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Vietinis vandentiekis,,,A++,Elektra,Šildomos grindysPlastikiniai vamzdžiaiRekuperacinė sistema,SignalizacijaŠarvuotos durys,Terasa,
"Klaipėdos r. sav., Mazūriškių k., Kalvelių g., mūrinis namas",145 000 €,100 m²,6 a,1,2022,Mūrinis,Namas (gyvenamasis),Aeroterminis,Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Miesto vandentiekis,,,A+,Kraštinis sklypasElektra,Šildomos grindysPlastikiniai vamzdžiaiRekuperacinė sistema,SignalizacijaŠarvuotos durys,Terasa,
"Klaipėdos r. sav., Baukštininkų k., mūrinis sublokuotas namas",156 500 €,91 m²,"5,5 a",1,2023,Mūrinis,Sublokuotas namas,Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Vietinis vandentiekis,,,A++,ElektraInternetasKabelinė televizija,Šildomos grindysPlastikiniai vamzdžiaiRekuperacinė sistema,SignalizacijaŠarvuotos durys,Terasa,
"Klaipėdos r. sav., Kalniškės k., Tilto g., Sodyba",85 000 €,500 m²,150 a,2,2024,Kita,Sodyba,Elektra,Kita,Pastatyti naujus namus padėsprofesionalūs statybininkaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Gargždų m., Aušros g., mūrinis namas",130 000 €,"104,54 m²","8,14 a",2,1969,Mūrinis,Namas (gyvenamasis),Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Miesto vandentiekis,,,,Asfaltuotas privažiavimasDujosInternetasKabelinė televizija,Su baldaisŠaldytuvasVirtuvės komplektasViryklė,,Ūkiniai pastatai,
"Klaipėdos r. sav., Gargždų m., Aukštoji g., mūrinio namo dalis",50 000 €,"98,5 m²","4,39 a",2,1967,Mūrinis,Namo dalis,Kietu kuru,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Miesto vandentiekis,,,,Asfaltuotas privažiavimasDujosKabelinė televizija,,,GaražasRūsysŪkiniai pastatai,
"Klaipėdos r. sav., Trušelių k., Gryneidės g., mūrinis namas",380 000 €,"213,61 m²","12,09 a",1,2015,Mūrinis,Namas (gyvenamasis),Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėda, Vingis, Vingio g., mūrinis sublokuotas namas",280 000 €,297 m²,"2,36 a",3,2001,Mūrinis,Sublokuotas namas,Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,Miesto vandentiekis,,,,Asfaltuotas privažiavimas,Virtuvės komplektas,Aptverta teritorijaSignalizacija,GaražasPirtisRūbinėRūsysTerasa,
"Klaipėdos r. sav., Svencelės k., Nerijos g., mūrinis namas",199 900 €,"71,5 m²",4 a,2,2023,Mūrinis,Namas (gyvenamasis),"Elektra, saulės energija",Neįrengtas,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Vietinis vandentiekis,,,A++,,,,Terasa,
"Klaipėda, Mažasis kaimelis, Alytaus g., mūrinis namas",242 000 €,"364,24 m²",9 a,2,1987,Mūrinis,Namas (gyvenamasis),"Aeroterminis, dujinis",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,9,Miesto vandentiekis,,,,Asfaltuotas privažiavimasElektraDujosInternetasKabelinė televizija,Virtuvės komplektasPlastikiniai vamzdžiai,Aptverta teritorijaŠarvuotos durys,BaseinasGaražasRūsysŪkiniai pastatai,
"Klaipėda, Tauralaukis, mūrinis namas",220 000 €,220 m²,8 a,2,2010,Mūrinis,Namas (gyvenamasis),"Dujinis, kietu kuru",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėda, Smeltė, Kintų g., mūrinio namo dalis",74 500 €,36 m²,4 a,1,"2011 statyba, 2022 renovacija",Mūrinis,Namo dalis,Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėda, Labrenciškės, Stoklių g., mūrinis namas",325 000 €,360 m²,9 a,2,"1996 statyba, 2017 renovacija",Mūrinis,Namas (gyvenamasis),Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,Miesto vandentiekis,,,B,Asfaltuotas privažiavimasDujosInternetasKabelinė televizija,Skalbimo mašinaŠaldytuvasVirtuvės komplektasViryklėŽidinysPlastikiniai vamzdžiai,Aptverta teritorijaŠarvuotos durys,BaseinasGaražasPirtisRūbinėRūsysŪkiniai pastataiTerasa,
"Klaipėdos r. sav., Trušelių k., mūrinis sublokuotas namas",140 000 €,78 m²,"3,5 a",1,2022,Mūrinis,Sublokuotas namas,Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Miesto vandentiekis,,,A+,Asfaltuotas privažiavimasElektra,Šildomos grindysPlastikiniai vamzdžiai,Aptverta teritorijaŠarvuotos durys,,
"Klaipėda, Melnragė, Molo g., mūrinis namas",169 000 €,230 m²,"7,7 a",2,"1925 statyba, 2018 renovacija",Mūrinis,Namas (gyvenamasis),"Elektra, aeroterminis, dujinis, kietu kuru, saulės energija, kita",Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,82A,6,Miesto vandentiekis,Jūra,300,A++,Greta miškoAsfaltuotas privažiavimasElektraDujosInternetasKabelinė televizija,,,Ūkiniai pastataiTerasa,
"Klaipėda, Tauralaukis, Tauro 17-oji g., mūrinis namas",180 000 €,96 m²,6 a,1,2023,Mūrinis,Namas (gyvenamasis),Kita,Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėda, Centras, Bokštų g., mūrinis sublokuotas namas",399 000 €,219 m²,3 a,2,2007,Mūrinis,Sublokuotas namas,Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,3A,4,Miesto vandentiekis,Jūra,200,,Asfaltuotas privažiavimasDujos,Skalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėŽidinysIndaplovė,Aptverta teritorija,GaražasRūbinėTerasa,
"Klaipėda, Plytinė, Medelyno g., mūrinis namas",760 000 €,265 m²,"8,74 a",2,"2009 statyba, 2022 renovacija",Mūrinis,Namas (gyvenamasis),Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,72,,Miesto vandentiekis,,,,Asfaltuotas privažiavimasDujos,KondicionieriusSkalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėŽidinysPlastikiniai vamzdžiaiIndaplovėRekuperacinė sistema,Aptverta teritorijaSignalizacijaVaizdo kameros,PirtisTerasa,
"Klaipėda, Melnragė, mūrinis namas",350 000 €,129 m²,2 a,2,2014,Mūrinis,Namas (gyvenamasis),Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Svencelės k., Vėjų g., mūrinio namo dalis",750 000 €,103 m²,5 a,2,2022,Mūrinis,Namo dalis,Kita,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Baukštininkų k., Žiemos g., mūrinis sublokuotas namas",156 500 €,90 m²,"5,5 a",1,2023,Mūrinis,Sublokuotas namas,Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Vietinis vandentiekis,,,A++,Elektra,Šildomos grindysPlastikiniai vamzdžiai,SignalizacijaŠarvuotos durys,Terasa,
"Klaipėdos r. sav., Jakų k., Kovo 11-osios g., mūrinis namas",149 000 €,80 m²,5 a,1,2023,Mūrinis,Namas (gyvenamasis),Kita,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,3,Miesto vandentiekis,,,,Asfaltuotas privažiavimas,Šildomos grindys,,Terasa,
"Klaipėdos r. sav., Derceklių k., mūrinis namas",115 000 €,120 m²,"6,5 a",1,2018,Mūrinis,Namas (gyvenamasis),Kietu kuru,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,"Šulinys, vietinis vandentiekis",,,,Asfaltuotas privažiavimasElektraInternetasKabelinė televizija,Skalbimo mašinaSu baldaisŠaldytuvasVirtuvės komplektasViryklėPlastikiniai vamzdžiai,Aptverta teritorijaŠarvuotos durys,RūbinėŪkiniai pastataiTerasa,
"Klaipėdos r. sav., Baukštininkų k., Sodybų g., mūrinis namas",150 000 €,80 m²,7 a,1,2023,Mūrinis,Namas (gyvenamasis),Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Vietinis vandentiekis,,,A++,Asfaltuotas privažiavimasElektra,Šildomos grindysPlastikiniai vamzdžiaiRekuperacinė sistema,Signalizacija,Terasa,
"Klaipėdos r. sav., Lyverių k., Ryto 2-oji g., mūrinis sodo namas",59 000 €,"67,39 m²",5 a,1,2010,Mūrinis,Sodo namas,Kita,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,9,3,"Šulinys, vietinis vandentiekis",Upė,500,,Kraštinis sklypasGreta miškoElektra,KondicionieriusSu baldaisŠaldytuvasVirtuvės komplektasViryklėŽidinys,Aptverta teritorija,RūsysŪkiniai pastatai,
"Klaipėdos r. sav., Klemiškės II k., karkasinis namas",153 000 €,85 m²,"5,02 a",1,2023,Karkasinis,Namas (gyvenamasis),Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Vietinis vandentiekis,,,A+,Asfaltuotas privažiavimasElektra,Šildomos grindysPlastikiniai vamzdžiaiRekuperacinė sistema,SignalizacijaŠarvuotos durys,Terasa,
"Klaipėdos r. sav., Klipščių k., Jurgio Purvino g., mūrinis sublokuotas namas",185 000 €,119 m²,5 a,2,2022,Mūrinis,Sublokuotas namas,Dujinis,Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,,,,,,,,,
"Klaipėdos r. sav., Klemiškės II k., mūrinis sublokuotas namas",153 000 €,101 m²,"4,5 a",1,2023,Mūrinis,Sublokuotas namas,Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Vietinis vandentiekis,,,A+,Asfaltuotas privažiavimasElektra,Šildomos grindysPlastikiniai vamzdžiaiRekuperacinė sistema,Šarvuotos durys,Terasa,
"Klaipėdos r. sav., Kvietinių k., mūrinė sodyba",750 000 €,"744,03 m²","1884,9 a",2,2015,Mūrinis,Sodyba,"Centrinis, elektra, kietu kuru",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,Vietinis vandentiekis,Tvenkinys,,,Greta miškoElektraInternetasKabelinė televizijaSu pakrante,Skalbimo mašinaSu baldaisVirtuvės komplektasViryklėŽidinysPlastikiniai vamzdžiaiIndaplovė,Budintis sargasSignalizacijaŠarvuotos durysVaizdo kameros,BaseinasPirtisRūbinėŪkiniai pastataiTerasa,
"Klaipėdos r. sav., Gargždų m., Užuovėjos g., mūrinis namas",165 000 €,85 m²,"4,5 a",1,2023,Mūrinis,Namas (gyvenamasis),Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Miesto vandentiekis,,,A,Elektra,Šildomos grindysPlastikiniai vamzdžiaiRekuperacinė sistema,Aptverta teritorija,,
"Klaipėda, Centras, Gėlių g., mūrinio namo dalis",199 000 €,"193,36 m²","0,78 a",2,1999,Mūrinis,Namo dalis,"Dujinis, kietu kuru",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Miesto vandentiekis,,,,Kraštinis sklypasAsfaltuotas privažiavimasElektraDujos,Virtuvės komplektasŽidinysPlastikiniai vamzdžiai,Aptverta teritorijaŠarvuotos durys,GaražasPirtis,
"Klaipėdos r. sav., Vėžaičių mstl., Jokulių g., mūrinis namas",132 000 €,"182,13 m²","15,6 a",2,1972,Mūrinis,Namas (gyvenamasis),Kietu kuru,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,8,"Miesto vandentiekis, šulinys",Tvenkinys,,,Asfaltuotas privažiavimasElektraInternetasKabelinė televizija,Virtuvės komplektasViryklėŽidinys,Aptverta teritorija,GaražasŪkiniai pastatai,
"Klaipėdos r. sav., Svencelės k., Vėjų g., mūrinis namas",950 000 €,"161,7 m²","5,76 a",2,2022,Mūrinis,Namas (gyvenamasis),Kita,Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Karklės k., Gintaro g., karkasinis namas",219 900 €,"100,54 m²",9 a,2,2022,Karkasinis,Namas (gyvenamasis),Aeroterminis,Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,7B,4,,,,,,,,,
"Klaipėdos r. sav., Stančių k., mūrinis namas",209 000 €,231 m²,11 a,2,2013,Mūrinis,Namas (gyvenamasis),Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Klausmylių vs., Astrų g., mūrinis namas",170 000 €,107 m²,6 a,1,2023,Mūrinis,Namas (gyvenamasis),Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Miesto vandentiekis,,,A++,Asfaltuotas privažiavimasElektra,Šildomos grindysPlastikiniai vamzdžiaiRekuperacinė sistema,SignalizacijaŠarvuotos durys,,
"Klaipėdos r. sav., Kvietinių k., Jaunimo g., mūrinis namas",139 000 €,163 m²,21 a,2,"1980 statyba, 2003 renovacija",Mūrinis,Namas (gyvenamasis),"Dujinis, kietu kuru",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,5,Vietinis vandentiekis,Upė,300,,Asfaltuotas privažiavimasElektraInternetasKabelinė televizija,Skalbimo mašinaSu baldaisŠaldytuvasVirtuvės komplektasViryklėŽidinys,Aptverta teritorija,GaražasRūsysŪkiniai pastatai,
"Klaipėda, Vėtrungė, Minijos g., mūrinis namas",490 000 €,376 m²,737 a,2,2000,Mūrinis,Namas (gyvenamasis),Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,Miesto vandentiekis,Jūra,900,,Asfaltuotas privažiavimasElektraDujos,Su baldaisŽidinys,Aptverta teritorijaSignalizacija,BaseinasPirtisŪkiniai pastatai,
