Adresas,Kaina,Plotas:,Sklypo plotas:,Kambarių sk.:,Aukštų sk.:,Metai:,Pastato tipas:,Namo tipas:,Šildymas:,Vanduo:,Įrengimas:,Artimiausias vandens telkinys:,Iki vandens telkinio (m):,Ypatybės:,Papildomos patalpos:,Papildoma įranga:,Apsauga:,Reklama:,Reklama/pasiūlymas:,Pastato energijos suvartojimo klasė:,Namo numeris:,Unikalus daikto numeris(RC numeris):
"Vilnius, Pilaitė, Tilžės g., blokinis sublokuotas namas",212 635 €,"98,9 m²",3 a,,2,2022,Blokinis,Sublokuotas namas,Dujinis,Miesto vandentiekis,Dalinė apdaila,,,Asfaltuotas privažiavimasElektra,Terasa,Šildomos grindys,Šarvuotos durys,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,A,67,
"Vilnius, Pilaitė, Tilžės g., blokinis sublokuotas namas",267 611 €,"124,47 m²","3,2 a",,2,2022,Blokinis,Sublokuotas namas,Dujinis,Vietinis vandentiekis,Dalinė apdaila,,,Asfaltuotas privažiavimasElektraInternetas,,Šildomos grindys,Šarvuotos durys,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,A,47,
"Vilnius, Šnipiškės, Giedraičių g., mūrinio namo dalis",275 000 €,108 m²,3 a,,2,1940,Mūrinis,Namo dalis,Kietu kuru,,Įrengtas,,,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,18,
"Vilnius, Kalnėnai, Savičiūnų g., mūrinis namas",239 999 €,77 m²,3 a,4,2,2022,Mūrinis,Namas (gyvenamasis),Aeroterminis,Miesto vandentiekis,Įrengtas,Ežeras,2 000,Asfaltuotas privažiavimasElektraInternetas,Ūkiniai pastataiTerasa,Šildomos grindysPlastikiniai vamzdžiaiRekuperacinė sistema,Aptverta teritorijaSignalizacijaŠarvuotos durys,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,A+,,
"Vilnius, Kalnėnai, Hetitų g., mūrinis namas",265 000 €,99 m²,"2,5 a",4,2,2023,Mūrinis,Namas (gyvenamasis),Aeroterminis,Miesto vandentiekis,Įrengtas,Ežeras,2 000,Asfaltuotas privažiavimasElektraInternetas,Terasa,Su baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėPlastikiniai vamzdžiaiIndaplovėRekuperacinė sistema,Aptverta teritorijaŠarvuotos durys,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,A+,,
"Vilnius, Kalnėnai, Hetitų g., mūrinis namas",265 000 €,99 m²,"2,5 a",4,2,2023,Mūrinis,Namas (gyvenamasis),Aeroterminis,Miesto vandentiekis,Įrengtas,,,Asfaltuotas privažiavimasElektraInternetasKabelinė televizija,Terasa,Skalbimo mašinaSu baldaisŠildomos grindysVirtuvės komplektasViryklėPlastikiniai vamzdžiaiRekuperacinė sistema,Aptverta teritorijaSignalizacijaŠarvuotos durys,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,16,
"Vilniaus r. sav., Santakos k., Santakos 8-oji g., mūrinis sodo namas",50 000 €,"45,43 m²","8,27 a",2,2,1996,Mūrinis,Sodo namas,Kietu kuru,Artezinis,Įrengtas,Upė,150,Greta miškoAsfaltuotas privažiavimasElektra,RūsysŪkiniai pastataiTerasa,Su baldaisŠaldytuvasViryklė,Aptverta teritorija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,17,
"Vilniaus r. sav., Užudvarionių k., Liepų g., mūrinis namas",370 000 €,"175,73 m²","26,87 a",4,1,2022,Mūrinis,Namas (gyvenamasis),Aeroterminis,,Įrengtas,,,,GaražasTerasa,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Antakalnis, Miškininkų g., mūrinis namas",360 000 €,"127,12 m²","4,31 a",,1,2023,Mūrinis,Namas (gyvenamasis),Aeroterminis,,Dalinė apdaila,,,,,,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilniaus r. sav., Mickūnų mstl., Stepono Batoro g., mūrinis sublokuotas namas",139 000 €,"117,6 m²","4,6 a",4,1,2023,Mūrinis,Sublokuotas namas,"Aeroterminis, kita",Vietinis vandentiekis,Dalinė apdaila,,,Elektra,Garažas,,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Salininkai, Kelmijos Sodų 57-oji g., mūrinis namas",159 900 €,"77,17 m²","6,2 a",,1,2016,Mūrinis,Namas (gyvenamasis),"Aeroterminis, kietu kuru",,Įrengtas,,,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Antakalnis, Laurų Sodų 8-oji g., mūrinis sodo namas",109 000 €,"85,23 m²","6,5 a",,2,1984,Mūrinis,Sodo namas,Kietu kuru,,Įrengtas,,,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,27,
"Vilnius, Markučiai, Subačiaus g., rąstinis namas",300 000 €,"113,38 m²",9 a,4,2,1940,Rąstinis,Namas (gyvenamasis),Kietu kuru,,Įrengtas,,,Kraštinis sklypasElektraDujosInternetasAsfaltuotas privažiavimas,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Pilaitė, Geryčių g., mūrinis namas",348 888 €,"136,62 m²",6 a,4,2,2024,Mūrinis,Namas (gyvenamasis),Aeroterminis,Vietinis vandentiekis,Dalinė apdaila,Ežeras,250,,,,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,40,
"Vilnius, Užupis, Stepono Batoro g., mūrinis namas",800 000 €,145 m²,"7,5 a",4,2,2025,Mūrinis,Namas (gyvenamasis),Aeroterminis,Vietinis vandentiekis,Dalinė apdaila,,,Greta miškoInternetas,,Židinys,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Senamiestis, Liejyklos g., mūrinis sublokuotas namas",700 000 €,"96,65 m²",0 a,4,2,2016,Mūrinis,Sublokuotas namas,Dujinis,Miesto vandentiekis,Įrengtas,,,,,,Šarvuotos durys,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilniaus r. sav., Didžiasalio k., Filaretų g., mūrinis sublokuotas namas",230 000 €,93 m²,6 a,3,1,2023,Mūrinis,Sublokuotas namas,Aeroterminis,Artezinis,Įrengtas,Tvenkinys,,,GaražasTerasa,Su baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėIndaplovėRekuperacinė sistema,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,A+,,
"Vilnius, Antakalnis, Rokantiškių Sodų 2-oji g., mūrinis sodo namas",69 000 €,76 m²,"6,15 a",3,1,1976,Mūrinis,Sodo namas,Kietu kuru,,Įrengtas,,,ElektraAsfaltuotas privažiavimas,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilniaus r. sav., Nemėžio k., Ąžuolyno g., mūrinis sublokuotas namas",170 000 €,"113,35 m²",12 a,4,2,2023,Mūrinis,Sublokuotas namas,Aeroterminis,,Dalinė apdaila,,,Kraštinis sklypasElektraAsfaltuotas privažiavimas,Terasa,,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilniaus r. sav., Nemėžio k., Ąžuolyno g., mūrinis sublokuotas namas",150 000 €,"87,54 m²",12 a,4,2,2023,Mūrinis,Sublokuotas namas,Aeroterminis,,Dalinė apdaila,,,Kraštinis sklypasElektraAsfaltuotas privažiavimas,Terasa,,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Jeruzalė, Kalvarijų Sodų 2-oji g., mūrinis namas",395 000 €,300 m²,"6,71 a",,2,1997,Mūrinis,Namas (gyvenamasis),Dujinis,Miesto vandentiekis,Įrengtas,,,Kraštinis sklypasGreta miškoAsfaltuotas privažiavimasElektraDujosInternetasKabelinė televizija,GaražasPirtisRūbinėRūsysŪkiniai pastataiTerasa,Skalbimo mašinaSu baldaisŠaldytuvasVirtuvės komplektasViryklė,Aptverta teritorijaŠarvuotos durys,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Pilaitė, Unguros g., mūrinis sublokuotas namas",298 000 €,130 m²,4 a,5,3,2023,Mūrinis,Sublokuotas namas,Aeroterminis,Artezinis,Dalinė apdaila,Ežeras,150,Elektra,Terasa,Šildomos grindysPlastikiniai vamzdžiai,Aptverta teritorijaŠarvuotos durys,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,A++,,
"Vilnius, Pilaitė, Geryčių g., mūrinis sublokuotas namas",298 000 €,130 m²,"4,97 a",5,3,2023,Mūrinis,Sublokuotas namas,Aeroterminis,Artezinis,Dalinė apdaila,Ežeras,150,Elektra,Terasa,,Aptverta teritorijaŠarvuotos durys,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,A++,,
"Vilnius, Naujoji Vilnia, Šiaurės g., mūrinis namas",220 000 €,"152,3 m²",6 a,,2,2011,Mūrinis,Namas (gyvenamasis),"Dujinis, kietu kuru",Miesto vandentiekis,Įrengtas,,,Asfaltuotas privažiavimasElektraDujosInternetas,GaražasRūsysŪkiniai pastataiTerasa,Skalbimo mašinaSu baldaisŠaldytuvasVirtuvės komplektasViryklė,Aptverta teritorija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Naujoji Vilnia, Šiaurės g., mūrinis namas",220 000 €,"237,37 m²",6 a,10,2,2011,Mūrinis,Namas (gyvenamasis),"Dujinis, kietu kuru",Miesto vandentiekis,Įrengtas,,,Asfaltuotas privažiavimasElektraDujosInternetas,GaražasRūsysŪkiniai pastataiTerasa,Skalbimo mašinaSu baldaisŠaldytuvasVirtuvės komplektasViryklė,Aptverta teritorija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Lazdynėliai, Miškinių g., mūrinis sublokuotas namas",480 000 €,"135,6 m²",2 a,4,2,2021,Mūrinis,Sublokuotas namas,Dujinis,Miesto vandentiekis,Įrengtas,Upė,,Asfaltuotas privažiavimasElektra,,Skalbimo mašinaSu baldaisŠaldytuvasVirtuvės komplektasViryklė,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilniaus r. sav., Riešės k., Riešės g., mūrinis namas",199 000 €,130 m²,6 a,,1,2023,Mūrinis,Namas (gyvenamasis),Aeroterminis,,Dalinė apdaila,,,,,,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Santariškės, Skersinės Sodų 2-oji g., mūrinis namas",339 000 €,"143,15 m²",6 a,5,1,2017,Mūrinis,Namas (gyvenamasis),Dujinis,Vietinis vandentiekis,Įrengtas,,,Greta miškoAsfaltuotas privažiavimas,,Skalbimo mašinaŠaldytuvasŽidinysIndaplovė,SignalizacijaŠarvuotos durys,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilniaus r. sav., Bradiškių k., rąstinis namas",320 000 €,312 m²,250 a,,2,2012,Rąstinis,Namas (gyvenamasis),Kietu kuru,Artezinis,Įrengtas,Tvenkinys,,Kraštinis sklypasGreta miškoElektra,PirtisŪkiniai pastataiTerasa,KondicionieriusSkalbimo mašinaSu baldaisŠaldytuvasVirtuvės komplektasViryklė,SignalizacijaŠarvuotos durys,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,2,
"Vilnius, Antakalnis, Viršupio Sodų 14-oji g., mūrinis sodo namas",143 000 €,"95,17 m²","10,32 a",3,2,1974,Mūrinis,Sodo namas,Kietu kuru,,Įrengtas,,,,Garažas,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilniaus r. sav., Didžiasalio k., Kolektyvo g., karkasinis namas",299 000 €,"126,49 m²","10,82 a",5,1,2023,Karkasinis,Namas (gyvenamasis),"Aeroterminis, saulės energija",Vietinis vandentiekis,Dalinė apdaila,Ežeras,400,Asfaltuotas privažiavimasElektra,RūbinėTerasa,Šildomos grindysPlastikiniai vamzdžiaiRekuperacinė sistema,Aptverta teritorijaSignalizacijaVaizdo kameros,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,A++,,
"Vilniaus r. sav., Didžiasalio k., Kolektyvo g., Namas (gyvenamasis)",299 000 €,"126,49 m²","10,68 a",5,1,2023,Kita,Namas (gyvenamasis),"Aeroterminis, saulės energija",Vietinis vandentiekis,Dalinė apdaila,Ežeras,400,Asfaltuotas privažiavimasInternetas,RūbinėTerasa,Šildomos grindysPlastikiniai vamzdžiaiRekuperacinė sistema,Aptverta teritorijaVaizdo kameros,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,A++,,
"Vilniaus r. sav., Grigaičių k., Medelyno g., mūrinis sublokuotas namas",167 000 €,110 m²,5 a,4,1,2024,Mūrinis,Sublokuotas namas,Aeroterminis,Artezinis,Dalinė apdaila,,,Elektra,GaražasŪkiniai pastatai,Rekuperacinė sistema,Signalizacija,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,A++,63,
"Vilniaus r. sav., Vairos k., Vyšnelių 3-ioji g., mūrinis sodo namas",80 000 €,87 m²,6 a,,2,2002,Mūrinis,Sodo namas,Kietu kuru,,Įrengtas,,,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,2,
"Vilniaus r. sav., Eiliokiškių k., medinė sodyba",290 000 €,"94,27 m²",0 a,4,2,2015,Medinis,Sodyba,Kietu kuru,,Įrengtas,,,ElektraAsfaltuotas privažiavimas,Terasa,Skalbimo mašinaSu baldaisŽidinys,Signalizacija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilniaus r. sav., Tiltelių k., Rudaminos g., medinis sodo namas",58 000 €,25 m²,"12,85 a",1,1,2022,Medinis,Sodo namas,"Elektra, kietu kuru",Vietinis vandentiekis,Įrengtas,,,Kraštinis sklypasElektra,BaseinasPirtisŪkiniai pastataiTerasa,Su baldaisŠaldytuvasPlastikiniai vamzdžiai,Aptverta teritorija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilniaus r. sav., Avižienių k., Rytmečio g., mūrinis sublokuotas namas",259 000 €,152 m²,"6,5 a",5,2,2023,Mūrinis,Sublokuotas namas,Aeroterminis,,Dalinė apdaila,,,ElektraAsfaltuotas privažiavimas,Terasa,,Šarvuotos durys,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,A++,20B,
"Vilnius, Valakampiai, Nemenčinės pl., mūrinis namas",1 150 000 €,242 m²,0 a,,3,2007,Mūrinis,Namas (gyvenamasis),Kita,,Įrengtas,,,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Pilaitė, Smalinės g., mūrinis namas",580 000 €,"200,78 m²","14,97 a",5,2,2017,Mūrinis,Namas (gyvenamasis),Geoterminis,,Įrengtas,,,ElektraInternetasAsfaltuotas privažiavimas,GaražasTerasa,,Signalizacija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Pagiriai, Vėjo g., mūrinis namas",319 000 €,193 m²,11 a,5,1,2023,Mūrinis,Namas (gyvenamasis),Kita,,Dalinė apdaila,,,,,,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Pagiriai, Vėjo g., mūrinis namas",319 000 €,193 m²,11 a,5,1,2023,Mūrinis,Namas (gyvenamasis),Kita,,Įrengtas,,,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Pagiriai, Vėjo g., mūrinis namas",329 000 €,193 m²,11 a,5,1,2023,Mūrinis,Namas (gyvenamasis),Kita,,Dalinė apdaila,,,,,,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilniaus r. sav., Kalniškių k., Kalniškių g., monolitinis namas",160 000 €,"274,39 m²",1955 a,5,2,2023,Monolitinis,Namas (gyvenamasis),Aeroterminis,,Neįrengtas,,,ElektraAsfaltuotas privažiavimas,GaražasPirtisTerasa,Židinys,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,A,,
"Vilnius, Kalnėnai, Moldovos g., mūrinis sublokuotas namas",270 000 €,"107,73 m²","1,44 a",,3,2016,Mūrinis,Sublokuotas namas,Aeroterminis,,Įrengtas,,,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,42,
"Vilniaus r. sav., Zujūnų k., Tylioji g., mūrinis sublokuotas namas",229 800 €,70 m²,"3,36 a",3,2,2019,Mūrinis,Sublokuotas namas,Dujinis,Miesto vandentiekis,Įrengtas,,,Kraštinis sklypasElektraDujosInternetas,Ūkiniai pastataiTerasa,Skalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklė,Aptverta teritorija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,A,,
"Vilnius, Kalnėnai, Estų g., mūrinis sublokuotas namas",245 000 €,96 m²,"2,23 a",,2,2020,Mūrinis,Sublokuotas namas,Dujinis,,Įrengtas,,,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,36,
"Vilniaus r. sav., Mykoliškių k., Vladislavo Sirokomlės g., mūrinis namas",318 000 €,"227,03 m²",30 a,,2,2011,Mūrinis,Namas (gyvenamasis),Dujinis,,Įrengtas,,,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,
"Vilniaus r. sav., Zujūnų k., Buivydiškių g., mūrinis namas",395 000 €,449 m²,15 a,5,3,2000,Mūrinis,Namas (gyvenamasis),Aeroterminis,,Įrengtas,,,Kraštinis sklypasElektraDujosInternetasKabelinė televizijaAsfaltuotas privažiavimas,GaražasBaseinasPirtisTerasa,KondicionieriusSkalbimo mašinaSu baldais,SignalizacijaŠarvuotos durys,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilniaus r. sav., Saldenės k., Voveraičių g., mūrinis namas",255 000 €,"159,23 m²","11,81 a",4,2,2024,Mūrinis,Namas (gyvenamasis),Dujinis,Artezinis,Dalinė apdaila,,,Greta miškoDujos,GaražasTerasa,,Signalizacija,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,A+,,
"Vilniaus r. sav., Daržininkų k., Lyglaukių g., mūrinis namas",199 900 €,120 m²,"7,5 a",4,2,2022,Mūrinis,Namas (gyvenamasis),Aeroterminis,,Dalinė apdaila,,,,,,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,16,
"Vilnius, Pavilnys, Alfonso Lipniūno g., mūrinis sublokuotas namas",224 900 €,75 m²,"1,3 a",4,2,2022,Mūrinis,Sublokuotas namas,Dujinis,"Artezinis, vietinis vandentiekis",Įrengtas,,,Kraštinis sklypasGreta miškoAsfaltuotas privažiavimasElektraDujosInternetas,RūbinėTerasa,Skalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasIndaplovėRekuperacinė sistema,Aptverta teritorijaSignalizacijaŠarvuotos durys,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,A+,21B,
"Vilniaus r. sav., Užuežerės k., Užuežerės g., mūrinis namas",139 000 €,"164,95 m²",10 a,5,2,2021,Mūrinis,Namas (gyvenamasis),Geoterminis,Kita,Neįrengtas,Ežeras,500,Greta miškoElektra,GaražasTerasa,,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilniaus r. sav., Marijampolio k., P. Norkūno g., mūrinis namas",249 000 €,"218,45 m²",70 a,,2,2011,Mūrinis,Namas (gyvenamasis),Geoterminis,Miesto vandentiekis,Įrengtas,,,Asfaltuotas privažiavimas,GaražasRūbinėTerasa,Skalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėŽidinysPlastikiniai vamzdžiaiIndaplovė,Aptverta teritorijaŠarvuotos durys,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,2A,
"Vilniaus r. sav., Marijampolio k., P. Norkūno g., mūrinis namas",249 000 €,"218,45 m²",70 a,5,2,2011,Mūrinis,Namas (gyvenamasis),Geoterminis,,Įrengtas,,,ElektraAsfaltuotas privažiavimas,Terasa,Skalbimo mašinaSu baldais,SignalizacijaŠarvuotos durys,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilniaus r. sav., Didžiasalio k., Šv. Antano g., mūrinis namas",649 000 €,"188,9 m²","14,69 a",5,1,2020,Mūrinis,Namas (gyvenamasis),Dujinis,Vietinis vandentiekis,Įrengtas,,,Asfaltuotas privažiavimasElektraDujos,GaražasRūbinėŪkiniai pastataiTerasa,Skalbimo mašinaSu baldaisŠaldytuvasVirtuvės komplektasViryklėIndaplovėRekuperacinė sistema,Aptverta teritorija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,A+,,
"Vilnius, Balsiai, Kryžiokų Sodų 9-oji g., mūrinis namas",150 000 €,"103,41 m²","5,69 a",,2,1982,Mūrinis,Namas (gyvenamasis),"Dujinis, kietu kuru",,Įrengtas,,,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilniaus r. sav., Rastinėnų k., Pušyno al., medinis sodo namas",49 000 €,"44,66 m²","7,4 a",,1,1984,Medinis,Sodo namas,Kietu kuru,,Įrengtas,Ežeras,2 000,,PirtisŪkiniai pastatai,Židinys,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilniaus r. sav., Užubrasčio k., Alksnių g., monolitinis namas",260 000 €,201 m²,10 a,,2,2023,Monolitinis,Namas (gyvenamasis),Aeroterminis,Artezinis,Dalinė apdaila,,,,Terasa,,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,A+,8,
"Vilniaus r. sav., Pasakiškių k., Pušyno g., mūrinis namas",545 000 €,334 m²,278 a,5,2,2011,Mūrinis,Namas (gyvenamasis),"Kietu kuru, skystu kuru, saulės energija",Vietinis vandentiekis,Įrengtas,,,ElektraInternetas,GaražasRūbinėTerasa,Skalbimo mašinaŽidinys,Signalizacija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Antavilis, Antavilių Sodų 1-oji g., mūrinis namas",322 000 €,196 m²,"7,7 a",5,2,2004,Mūrinis,Namas (gyvenamasis),"Kietu kuru, kita",Artezinis,Įrengtas,Ežeras,1 000,Kraštinis sklypasGreta miškoAsfaltuotas privažiavimasElektra,GaražasPirtisRūbinėTerasa,Skalbimo mašinaSu baldaisŠaldytuvasVirtuvės komplektasViryklėŽidinysPlastikiniai vamzdžiai,Aptverta teritorijaSignalizacija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
